Channel 1,Channel 2,Channel 3,Channel 4
-65.8,-59.77,-6.04,-47.251
-65.95,-59.77,-6.18,-48.006
-66.09,-59.77,-6.33,-48.763
-66.24,-59.77,-6.47,-49.523
-66.38,-63.28,-3.1,-32.675
-66.52,-63.28,-3.24,-33.374
-66.67,-63.28,-3.39,-34.076
-66.81,-63.28,-3.53,-34.781
-66.96,-63.28,-3.67,-35.489
-67.1,-63.28,-3.82,-36.199
-67.24,-63.28,-3.96,-36.913
-67.39,-63.28,-4.11,-37.629
-67.53,-63.28,-4.25,-38.347
-67.68,-63.28,-4.39,-39.069
-67.82,-63.28,-4.54,-39.793
-67.96,-63.28,-4.68,-40.52
-68.11,-63.28,-4.83,-41.25
-68.25,-63.28,-4.97,-41.982
-68.4,-63.28,-5.11,-42.717
-68.54,-63.28,-5.26,-43.455
-68.68,-63.28,-5.4,-44.196
-68.83,-63.28,-5.55,-44.939
-68.97,-63.28,-5.69,-45.685
-69.12,-63.28,-5.83,-46.434
-69.26,-63.28,-5.98,-47.186
-69.4,-63.28,-6.12,-47.94
-69.55,-66.8,-2.75,-31.086
-69.69,-66.8,-2.89,-31.779
-69.84,-66.8,-3.04,-32.476
-69.98,-63.28,-6.7,-50.786
-70.12,-66.8,-3.33,-33.942
-70.27,-66.8,-3.47,-34.647
-70.41,-66.8,-3.61,-35.354
-70.56,-66.8,-3.76,-36.064
-70.7,-66.8,-3.9,-36.776
-70.84,-66.8,-4.05,-37.491
-70.99,-66.8,-4.19,-38.209
-71.13,-66.8,-4.33,-38.93
-71.28,-66.8,-4.48,-39.653
-71.42,-66.8,-4.62,-40.379
-71.56,-66.8,-4.77,-41.107
-71.71,-70.31,-1.39,-24.227
-71.85,-70.31,-1.54,-24.895
-71.99,-66.8,-5.2,-43.177
-72.14,-66.8,-5.34,-43.916
-72.28,-66.8,-5.49,-44.658
-72.43,-66.8,-5.63,-45.403
-72.57,-66.8,-5.77,-46.15
-72.71,-70.31,-2.4,-29.289
-72.86,-66.8,-6.06,-47.586
-73,-70.31,-2.69,-30.731
-73.15,-70.31,-2.83,-31.422
-73.29,-70.31,-2.98,-32.117
-73.43,-70.31,-3.12,-32.814
-73.58,-70.31,-3.27,-33.514
-73.72,-70.31,-3.41,-34.216
-73.87,-70.31,-3.55,-34.921
-74.01,-70.31,-3.7,-35.629
-74.15,-70.31,-3.84,-36.34
-74.3,-70.31,-3.99,-37.053
-74.44,-70.31,-4.13,-37.768
-74.59,-70.31,-4.27,-38.487
-74.73,-70.31,-4.42,-39.208
-74.87,-70.31,-4.56,-39.931
-75.02,-70.31,-4.71,-40.657
-75.16,-70.31,-4.85,-41.386
-75.31,-70.31,-4.99,-42.118
-75.45,-70.31,-5.14,-42.852
-75.59,-73.83,-1.77,-25.978
-75.74,-70.31,-5.43,-44.262
-75.88,-70.31,-5.57,-45.004
-76.03,-70.31,-5.71,-45.749
-76.17,-73.83,-2.34,-28.885
-76.31,-73.83,-2.49,-29.569
-76.46,-73.83,-2.63,-30.255
-76.6,-70.31,-6.29,-48.555
-76.75,-73.83,-2.92,-31.702
-76.89,-73.83,-3.06,-32.396
-77.03,-73.83,-3.21,-33.093
-77.18,-73.83,-3.35,-33.792
-77.32,-73.83,-3.49,-34.494
-77.47,-73.83,-3.64,-35.199
-77.61,-73.83,-3.78,-35.907
-77.75,-73.83,-3.93,-36.616
-77.9,-73.83,-4.07,-37.329
-78.04,-73.83,-4.21,-38.044
-78.19,-73.83,-4.36,-38.762
-78.33,-73.83,-4.5,-39.482
-78.47,-73.83,-4.65,-40.205
-78.62,-73.83,-4.79,-40.931
-78.76,-73.83,-4.93,-41.659
-78.91,-73.83,-5.08,-42.39
-79.05,-73.83,-5.22,-43.124
-79.19,-73.83,-5.37,-43.86
-79.34,-73.83,-5.51,-44.598
-79.48,-73.83,-5.65,-45.34
-79.63,-73.83,-5.8,-46.083
-79.77,-73.83,-5.94,-46.83
-79.91,-73.83,-6.09,-47.579
-80.06,-77.34,-2.71,-30.719
-80.2,-77.34,-2.86,-31.408
-80.35,-77.34,-3,-32.098
-80.49,-77.34,-3.15,-32.792
-80.63,-77.34,-3.29,-33.487
-80.78,-77.34,-3.43,-34.186
-80.92,-77.34,-3.58,-34.887
-81.07,-77.34,-3.72,-35.591
-81.21,-77.34,-3.87,-36.297
-81.35,-77.34,-4.01,-37.006
-81.5,-77.34,-4.15,-37.718
-81.64,-77.34,-4.3,-38.432
-81.79,-77.34,-4.44,-39.149
-81.93,-77.34,-4.59,-39.868
-82.07,-77.34,-4.73,-40.59
-82.22,-77.34,-4.87,-41.315
-82.36,-77.34,-5.02,-42.042
-82.51,-77.34,-5.16,-42.772
-82.65,-77.34,-5.31,-43.504
-82.79,-77.34,-5.45,-44.239
-82.94,-77.34,-5.59,-44.977
-83.08,-77.34,-5.74,-45.717
-83.23,-77.34,-5.88,-46.46
-83.37,-77.34,-6.03,-47.205
-83.51,-77.34,-6.17,-47.953
-83.66,-77.34,-6.31,-48.704
